MIDPNT_LON, ALLVEH_AMPEAK, FLOW, LABEL, ALLVEHS_AADT, LOCATION_ID, ALLVEH_PMPEAK, YR,MIDPNT_LAT, GROWTH_RATE, OBJECTID
144.9910842,,NORTH BOUND,"32,000* (3% 819*) NORTH BOUND",32000,7159,,2017,-37.81125589,-0.006,359854
145.2253586,,NORTH BOUND,"17,000* (6% 968*) NORTH BOUND",17000,7161,,2017,-37.96007177,-0.022,359855
145.2329286,,NORTH BOUND,"27,000* (3% 929*) NORTH BOUND",27000,8058,,2017,-37.87696461,0.001,359856
145.7030767,,WEST BOUND,"3,000* (5% 137*) WEST BOUND",3000,7535,,2017,-37.7527151,0.006,359857
145.2505491,,EAST BOUND,"4,800* (6% 283*) EAST BOUND",4800,5124,,2017,-37.95266139,0.023,359858
145.0138234,,SOUTH BOUND,711* (3% 24*) SOUTH BOUND,711,6619,,2017,-37.84178287,-0.016,359859
144.5674437,,SOUTH BOUND,"9,800* (6% 577*) SOUTH BOUND",9800,6264,,2017,-37.6881485,0.024,359860
144.9961706,,SOUTH BOUND,"6,100* (3% 163*) SOUTH BOUND",6100,6818,,2017,-37.88859567,-0.001,359862
144.9837223,,SOUTH BOUND,"5,200* (4% 211*) SOUTH BOUND",5200,6999,,2017,-37.71394912,-0.013,359863
145.0339216,,SOUTH EAST BOUND,"2,300* (4% 94*) SOUTH EAST BOUND",2300,6418,,2017,-37.87064653,-0.009,359864
145.4148065,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,6420,,2017,-37.8618186,0.025,359865
144.8178085,,SOUTH BOUND,"4,000* (3% 136*) SOUTH BOUND",4000,7346,,2017,-37.79052802,-0.002,359866
145.0086102,,SOUTH BOUND,"6,700* (4% 270*) SOUTH BOUND",6700,7016,,2017,-37.87065941,-0.004,359867
145.1227215,,SOUTH BOUND,"5,800* (4% 236*) SOUTH BOUND",5800,6429,,2017,-38.16713659,-0.004,359868
144.9607851,,EAST BOUND,"9,300* (4% 377*) EAST BOUND",9300,7364,,2017,-37.82335477,0.019,359869
145.149373,,SOUTH EAST BOUND,"5,100* (2% 127*) SOUTH EAST BOUND",5100,7038,,2017,-37.94704133,-0.008,359871
144.9617766,,EAST BOUND,"7,400* (3% 251*) EAST BOUND",7400,7040,,2017,-37.8043942,-0.004,359872
144.9704877,,SOUTH BOUND,"12,000* (4% 496*) SOUTH BOUND",12000,6847,,2017,-37.79748109,-0.005,359873
145.0052491,,EAST BOUND,"4,100* (3% 106*) EAST BOUND",4100,6465,,2017,-37.73077864,0.007,359874
144.9385086,,EAST BOUND,"2,700* (2% 44*) EAST BOUND",2700,7047,,2017,-37.74580912,0.007,359875
144.5663382,,EAST BOUND,"1,200* (4% 50*) EAST BOUND",1200,6469,,2017,-37.69429119,0.024,359876
145.2118317,,SOUTH BOUND,"1,300* (3% 45*) SOUTH BOUND",1300,6855,,2017,-37.98263099,-0.073,359877
144.8841014,467,SOUTH BOUND,"6,200 (4% 250*) SOUTH BOUND",6200,7381,518,2017,-37.78294838,0.002,359878
144.9990558,,NORTH EAST BOUND,"5,800* (4% 236*) NORTH EAST BOUND",5800,6860,,2017,-37.88623897,-0.004,359879
145.0608472,,EAST BOUND,"5,100* (4% 206*) EAST BOUND",5100,6477,,2017,-37.72972175,-0.004,359880
145.5314028,,WEST BOUND,"7,300* (5% 352*) WEST BOUND",7300,8061,,2017,-37.7803071,0.008,359881
145.3738537,,WEST BOUND,"5,500* (6% 313*) WEST BOUND",5500,7541,,2017,-37.75017573,0.006,359882
144.935898,,WEST BOUND,"17,000* (6% 949*) WEST BOUND",17000,8066,,2017,-37.80977525,0,359883
145.0217889,837,NORTH BOUND,"15,000 (5% 813*) NORTH BOUND",15000,8069,1400,2017,-37.74724116,0.008,359884
145.1080188,,SOUTH BOUND,"8,300* (6% 510*) SOUTH BOUND",8300,5025,,2017,-37.88753153,-0.004,359888
145.1007067,,SOUTH BOUND,"5,300* (6% 330*) SOUTH BOUND",5300,5444,,2017,-37.92629224,-0.004,359889
144.7488629,,SOUTH BOUND,"4,500* (14% 644*) SOUTH BOUND",4500,6435,,2017,-37.8249441,0.009,359891
144.9895339,,EAST BOUND,"2,100* (3% 70*) EAST BOUND",2100,6825,,2017,-37.78169751,0.001,359892
145.5051761,,SOUTH EAST BOUND,"3,500* (6% 205*) SOUTH EAST BOUND",3500,7354,,2017,-37.81161904,0.025,359893
145.4990881,,EAST BOUND,741* (6% 43*) EAST BOUND,741,7025,,2017,-37.97408882,0.035,359894
145.3320129,,EAST BOUND,"1,800* (6% 107*) EAST BOUND",1800,6211,,2017,-37.99897819,0.028,359895
144.8010841,,SOUTH BOUND,780* (6% 45*) SOUTH BOUND,780,6213,,2017,-37.5211963,0.028,359896
145.019039,,SOUTH BOUND,"7,300* (4% 294*) SOUTH BOUND",7300,6215,,2017,-37.86489443,-0.018,359897
144.9829929,,EAST BOUND,"4,600* (5% 218*) EAST BOUND",4600,6216,,2017,-37.80637091,-0.007,359898
144.9613635,,EAST BOUND,"10,000* (4% 415*) EAST BOUND",10000,5809,,2017,-37.81031534,0,359899
144.8874511,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,6397,,2017,-38.41263564,0.025,359900
145.3146236,,SOUTH BOUND,"5,800* (6% 340*) SOUTH BOUND",5800,6775,,2017,-37.80266315,0.042,359901
145.1273988,,EAST BOUND,481* (6% 28*) EAST BOUND,481,7388,,2017,-38.37363324,0.022,359902
144.6881413,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,7055,,2017,-37.8484476,0.025,359903
145.1448998,,SOUTH WEST BOUND,"35,000* (7% 2,300*) SOUTH WEST BOUND",35000,5921,,2017,-38.09789456,0.023,359904
145.1364229,,SOUTH BOUND,"21,000* (3% 696*) SOUTH BOUND",21000,4980,,2017,-38.14494968,-0.005,359905
145.1353746,,SOUTH WEST BOUND,"18,000* (6% 1,100*) SOUTH WEST BOUND",18000,5575,,2017,-38.19420532,0.031,359906
144.9940501,,SOUTH WEST BOUND,"17,000* (8% 1,300*) SOUTH WEST BOUND",17000,5929,,2017,-38.32729851,0.034,359907
144.9564503,,EAST BOUND,"8,900* (4% 362*) EAST BOUND",8900,6736,,2017,-37.81175367,-0.006,359910
144.6612387,,SOUTH BOUND,514* (6% 30*) SOUTH BOUND,514,5812,,2017,-37.68312621,0.024,359911
145.2922247,,EAST BOUND,"3,600* (4% 146*) EAST BOUND",3600,6222,,2017,-37.78786948,-0.004,359912
144.9291608,,NORTH EAST BOUND,"5,800* (4% 233*) NORTH EAST BOUND",5800,6776,,2017,-37.80308593,0.024,359913
144.9622637,,EAST BOUND,"15,000* (4% 620*) EAST BOUND",15000,5819,,2017,-37.8122797,-0.001,359914
145.2885,,NORTH EAST BOUND,"3,400* (2% 82*) NORTH EAST BOUND",3400,5822,,2017,-37.72970115,-0.001,359915
144.9683897,,SOUTH BOUND,"10,000* (4% 418*) SOUTH BOUND",10000,6783,,2017,-37.79226021,0.001,359916
145.2575681,,EAST BOUND,"2,700* (6% 158*) EAST BOUND",2700,5825,,2017,-38.05052522,0.061,359917
144.9946899,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,6489,,2017,-38.40143957,0.025,359918
144.6017916,,SOUTH EAST BOUND,"2,600* (6% 146*) SOUTH EAST BOUND",2600,6490,,2017,-38.26583049,0.011,359919
144.7060777,,EAST BOUND,"4,200* (6% 248*) EAST BOUND",4200,7067,,2017,-37.90076035,0.097,359920
144.8948058,,EAST BOUND,"6,100* (7% 446*) EAST BOUND",6100,6494,,2017,-37.81411024,0.016,359921
144.9573211,,EAST BOUND,"15,000* (4% 620*) EAST BOUND",15000,6778,,2017,-37.81371293,-0.001,359922
144.9782632,,EAST BOUND,"5,000* (4% 203*) EAST BOUND",5000,6403,,2017,-37.85075827,-0.011,359923
144.9733728,1000,SOUTH BOUND,"9,300 (4% 379*) SOUTH BOUND",9300,6746,540,2017,-37.76220882,-0.002,359924
144.9669242,,SOUTH BOUND,"7,800* (4% 315*) SOUTH BOUND",7800,5824,,2017,-37.80074349,-0.004,359925
145.4227475,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,5827,,2017,-37.86491315,0.025,359926
145.1281877,,SOUTH BOUND,"1,800* (9% 162*) SOUTH BOUND",1800,6787,,2017,-37.93081083,-0.002,359927
145.2152509,,SOUTH BOUND,"3,500* (6% 205*) SOUTH BOUND",3500,5684,,2017,-37.60421483,0.025,359928
144.670306,,SOUTH EAST BOUND,"3,500* (6% 205*) SOUTH EAST BOUND",3500,6629,,2017,-37.53361634,0.025,359929
145.0592935,,SOUTH BOUND,"4,200* (4% 170*) SOUTH BOUND",4200,6097,,2017,-37.8773238,0.001,359930
144.9248427,,EAST BOUND,"2,500* (4% 102*) EAST BOUND",2500,6099,,2017,-37.76715883,-0.004,359931
144.8509671,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,6100,,2017,-37.66936695,0.025,359932
144.8413387,,EAST BOUND,"4,000* (3% 137*) EAST BOUND",4000,6636,,2017,-37.78594046,-0.003,359933
145.3521416,,EAST BOUND,"5,100* (6% 299*) EAST BOUND",5100,5739,,2017,-37.75149834,0.02,359936
145.1392209,,EAST BOUND,"3,600* (4% 147*) EAST BOUND",3600,6147,,2017,-37.77941687,-0.004,359937
145.1471181,,SOUTH BOUND,"4,900* (3% 124*) SOUTH BOUND",4900,6150,,2017,-38.06051918,-0.003,359939
145.0219723,,EAST BOUND,"8,500* (4% 343*) EAST BOUND",8500,6334,,2017,-37.88689988,0.006,359940
145.3146132,,SOUTH EAST BOUND,808* (6% 47*) SOUTH EAST BOUND,808,5451,,2017,-37.9767352,0.024,359943
144.9861601,,EAST BOUND,"10,000* (2% 232*) EAST BOUND",10000,5455,,2017,-37.81070424,0.006,359944
145.0044412,,SOUTH BOUND,"4,000* (3% 136*) SOUTH BOUND",4000,5643,,2017,-37.8347531,-0.002,359945
145.1082242,,SOUTH BOUND,"7,800* (6% 481*) SOUTH BOUND",7800,5443,,2017,-37.88647761,-0.004,359949
145.1033939,,SOUTH EAST BOUND,"6,300* (6% 390*) SOUTH EAST BOUND",6300,5030,,2017,-37.91159601,-0.004,359950
144.6935671,,EAST BOUND,"5,400* (6% 315*) EAST BOUND",5400,6105,,2017,-37.81978141,0.039,359952
144.9580984,,EAST BOUND,"3,400* (3% 115*) EAST BOUND",3400,6290,,2017,-37.83371911,0,359953
144.8934763,,SOUTH EAST BOUND,"5,800* (4% 236*) SOUTH EAST BOUND",5800,6293,,2017,-37.79238622,-0.004,359954
144.8453647,,SOUTH BOUND,"2,200* (4% 90*) SOUTH BOUND",2200,6295,,2017,-37.790054,-0.004,359955
144.8160588,,SOUTH BOUND,"1,200* (6% 71*) SOUTH BOUND",1200,6297,,2017,-38.39511148,0.02,359956
144.7982523,,SOUTH BOUND,"5,100* (4% 205*) SOUTH BOUND",5100,6299,,2017,-37.7413417,-0.004,359957
145.3427031,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,6622,,2017,-37.71673236,0.025,359958
144.9566289,,EAST BOUND,"4,400* (3% 150*) EAST BOUND",4400,6084,,2017,-37.81835684,0.009,359959
144.9385099,,SOUTH BOUND,"4,000* (6% 255*) SOUTH BOUND",4000,5681,,2017,-37.74581312,-0.004,359960
145.1667652,,SOUTH BOUND,"7,500* (4% 306*) SOUTH BOUND",7500,6270,,2017,-37.9733049,-0.004,359961
145.0261534,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,6272,,2017,-38.25397551,0.025,359962
145.5175316,,SOUTH BOUND,"3,500* (6% 205*) SOUTH BOUND",3500,6274,,2017,-37.65510715,0.025,359963
145.0914846,,SOUTH BOUND,"7,800* (2% 128*) SOUTH BOUND",7800,6158,,2017,-37.90316169,-0.004,359964
145.0036473,,EAST BOUND,"4,300* (1% 61*) EAST BOUND",4300,6161,,2017,-37.74037139,-0.01,359965
145.1244508,,EAST BOUND,"3,500* (4% 141*) EAST BOUND",3500,6667,,2017,-37.77770581,-0.007,359972
144.9756516,,SOUTH BOUND,"3,800* (7% 268*) SOUTH BOUND",3800,5745,,2017,-37.80953648,-0.013,359974
144.9641423,,EAST BOUND,"2,400* (4% 96*) EAST BOUND",2400,6879,,2017,-37.8225665,-0.004,359975
145.1577019,,EAST BOUND,"4,700* (4% 194*) EAST BOUND",4700,6499,,2017,-37.81103782,-0.012,359976
145.523232,,SOUTH BOUND,380* (6% 22*) SOUTH BOUND,380,7076,,2017,-37.65045726,0.021,359977
145.0373891,,SOUTH BOUND,976* (4% 39*) SOUTH BOUND,976,7407,,2017,-37.933368,-0.077,359978
144.9360519,,SOUTH BOUND,"3,800* (4% 154*) SOUTH BOUND",3800,6886,,2017,-37.7887504,-0.004,359980
145.1272864,,SOUTH BOUND,481* (6% 28*) SOUTH BOUND,481,7410,,2017,-38.35350427,0.022,359981
144.9490526,,SOUTH BOUND,"4,700* (4% 189*) SOUTH BOUND",4700,6513,,2017,-37.73600811,-0.003,359982
144.9646182,597,SOUTH BOUND,"4,900 (4% 199*) SOUTH BOUND",4900,7094,292,2017,-37.79684108,-0.01,359983
145.3362627,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,6891,,2017,-37.7454508,0.025,359984
145.0098727,,EAST BOUND,"5,200* (4% 211*) EAST BOUND",5200,5991,,2017,-37.8637448,-0.011,359985
144.9459077,,EAST BOUND,"8,300* (4% 337*) EAST BOUND",8300,5995,,2017,-37.80052867,-0.004,359986
144.8513488,,SOUTH BOUND,"14,000* (6% 824*) SOUTH BOUND",14000,5996,,2017,-37.66943636,0.022,359987
145.0362694,,SOUTH WEST BOUND,"3,400* (4% 140*) SOUTH WEST BOUND",3400,6276,,2017,-37.6755351,0.016,359988
144.943564,,EAST BOUND,"2,500* (4% 102*) EAST BOUND",2500,5695,,2017,-37.76940258,-0.004,359989
144.8997501,,EAST BOUND,"5,800* (4% 236*) EAST BOUND",5800,6281,,2017,-37.79876182,-0.004,359990
145.1051108,,SOUTH BOUND,500* (6% 29*) SOUTH BOUND,500,5699,,2017,-38.24738197,0.079,359991
145.138096,,EAST BOUND,"2,100* (5% 97*) EAST BOUND",2100,6104,,2017,-37.60550359,0.027,359992
144.9488966,,EAST BOUND,"3,100* (3% 105*) EAST BOUND",3100,5702,,2017,-37.8359726,-0.003,359993
144.8922947,,SOUTH BOUND,"3,500* (2% 75*) SOUTH BOUND",3500,6641,,2017,-37.84511239,0.008,359994
145.3732285,,SOUTH BOUND,"3,500* (6% 205*) SOUTH BOUND",3500,6441,,2017,-37.87793254,0.025,359995
144.7086631,,SOUTH BOUND,244* (6% 14*) SOUTH BOUND,244,7358,,2017,-37.6290648,0.024,359996
145.065383,,SOUTH EAST BOUND,"3,500* (6% 205*) SOUTH EAST BOUND",3500,7033,,2017,-38.40666498,0.025,359997
144.9498656,,SOUTH BOUND,293* (6% 17*) SOUTH BOUND,293,6450,,2017,-38.35434707,0.024,359998
145.20505,548,SOUTH BOUND,"6,500 (4% 262*) SOUTH BOUND",6500,5746,479,2017,-37.9688667,0.04,359999
145.0447983,,EAST BOUND,"2,600* (4% 106*) EAST BOUND",2600,6335,,2017,-37.88969201,-0.003,360000
144.74427,,SOUTH BOUND,"7,100* (4% 296*) SOUTH BOUND",7100,6682,,2017,-37.6918458,0.03,360002
145.0949337,,EAST BOUND,"3,500* (6% 205*) EAST BOUND",3500,5752,,2017,-37.52693717,0.025,360003
145.1669584,,EAST BOUND,"2,700* (6% 159*) EAST BOUND",2700,6166,,2017,-38.28465353,0.012,360004
144.8311825,,SOUTH BOUND,"8,400* (3% 241*) SOUTH BOUND",8400,6686,,2017,-37.71217461,0.028,360005
145.2335461,,EAST BOUND,"9,200* (5% 487*) EAST BOUND",9200,6349,,2017,-38.1071051,0.052,360007
144.8320746,,SOUTH BOUND,"12,000* (4% 482*) SOUTH BOUND",12000,5763,,2017,-37.78791721,0,360008
145.3738145,,SOUTH EAST BOUND,"3,500* (6% 205*) SOUTH EAST BOUND",3500,7057,,2017,-37.91493611,0.025,360009
145.2268377,,EAST BOUND,"13,000* (13% 1,700*) EAST BOUND",13000,5634,,2017,-38.0335173,0.01,360012
144.9478238,,SOUTH EAST BOUND,865* (4% 35*) SOUTH EAST BOUND,865,5985,,2017,-37.81095701,0.017,360013
144.9267879,,EAST BOUND,"4,300* (4% 174*) EAST BOUND",4300,5642,,2017,-37.75614403,0.001,360014
144.8018859,,SOUTH BOUND,"4,000* (3% 136*) SOUTH BOUND",4000,5990,,2017,-37.73693064,-0.002,360015
145.0256208,,EAST BOUND,"5,200* (4% 211*) EAST BOUND",5200,5048,,2017,-37.86560628,-0.011,360016
145.0362125,,SOUTH BOUND,"2,800* (4% 115*) SOUTH BOUND",2800,6207,,2017,-37.87269682,-0.004,360017
144.9148541,,NORTH EAST BOUND,"5,500* (5% 272*) NORTH EAST BOUND",5500,6381,,2017,-37.80151527,0.011,360018
145.1350944,,SOUTH BOUND,513* (4% 20*) SOUTH BOUND,513,6728,,2017,-37.9352218,-0.004,360020
145.0197101,,SOUTH BOUND,"7,100* (4% 287*) SOUTH BOUND",7100,6214,,2017,-37.86126285,-0.004,360021
144.9787639,,SOUTH BOUND,"6,000* (3% 173*) SOUTH BOUND",6000,5806,,2017,-37.85439968,-0.004,360022
145.3816065,,NORTH BOUND,"38,000* (10% 3,600*) NORTH BOUND",38000,8152,,2017,-38.05542392,0.027,360029
144.894455,,WEST BOUND,"15,000* (5% 800*) WEST BOUND",15000,7625,,2017,-37.7926826,0.007,360031
144.8287199,,WEST BOUND,"20,000* (4% 886*) WEST BOUND",20000,7841,,2017,-37.77705891,0.02,360032
144.7542587,,WEST BOUND,"24,000* (6% 1,400*) WEST BOUND",24000,7844,,2017,-37.76211713,0.008,360033
145.0361633,,WEST BOUND,"48,000* (6% 2,900*) WEST BOUND",48000,8903,,2017,-37.68748438,0.028,360034
144.8206649,,NORTH BOUND,"56,000* (10% 5,500*) NORTH BOUND",56000,8363,,2017,-37.76137222,0.019,360035
145.1371158,,WEST BOUND,"75,000* (4% 3,300*) WEST BOUND",75000,7970,,2017,-37.79802129,0.03,360036
144.9827117,,WEST BOUND,"39,000* (10% 3,800*) WEST BOUND",39000,8553,,2017,-37.79381981,-0.008,360037
145.0690467,819,NORTH BOUND,"16,000 (5% 854*) NORTH BOUND",16000,8561,1200,2017,-37.75972983,0.002,360038
145.0922992,,NORTH EAST BOUND,"25,000* (5% 1,200*) NORTH EAST BOUND",25000,8901,,2017,-37.69521677,0.01,360039
145.0235136,,WEST BOUND,"51,000* (6% 3,100*) WEST BOUND",51000,7979,,2017,-37.6864825,0.028,360040
144.8224219,3200,NORTH EAST BOUND,"52,000 (10% 5,100*) NORTH EAST BOUND",52000,8570,3500,2017,-37.7580238,0.018,360041
144.9366391,,SOUTH BOUND,"5,800* (4% 236*) SOUTH BOUND",5800,6927,,2017,-37.71651378,-0.004,360042
145.0228646,,EAST BOUND,"2,900* (4% 118*) EAST BOUND",2900,7135,,2017,-37.94278898,0.004,360043
145.0315243,,NORTH BOUND,"7,800* (9% 689*) NORTH BOUND",7800,8790,,2017,-38.30291372,0.008,360044
145.0358135,,NORTH BOUND,"7,800* (9% 689*) NORTH BOUND",7800,8471,,2017,-38.25591682,0.008,360045
145.1207051,,NORTH BOUND,"16,000* (5% 727*) NORTH BOUND",16000,7884,,2017,-38.14423203,0.001,360046
145.0432384,,NORTH BOUND,"30,000* (5% 1,600*) NORTH BOUND",30000,7887,,2017,-37.9451956,-0.001,360047
145.0167218,,NORTH WEST BOUND,"34,000* (5% 1,900*) NORTH WEST BOUND",34000,8293,,2017,-37.91487234,0,360048
144.9896561,,NORTH BOUND,"33,000* (5% 1,800*) NORTH BOUND",33000,8295,,2017,-37.87213066,-0.004,360049
145.2305786,,NORTH BOUND,"14,000* (8% 1,200*) NORTH BOUND",14000,7183,,2017,-38.12180912,0,360053
144.9646155,,SOUTH EAST BOUND,"12,000* (6% 660*) SOUTH EAST BOUND",12000,7184,,2017,-37.82537066,0.017,360054
145.170288,2700,WEST BOUND,"26,000 (5% 1,400*) WEST BOUND",26000,7774,1500,2017,-37.92013986,0.016,360055
145.0833275,,NORTH WEST BOUND,"26,000* (5% 1,400*) NORTH WEST BOUND",26000,8099,,2017,-37.76228376,0.004,360057
145.0413205,,WEST BOUND,"23,000* (5% 1,200*) WEST BOUND",23000,8103,,2017,-37.74979883,0.002,360058
144.9797823,,WEST BOUND,"25,000* (4% 1,100*) WEST BOUND",25000,7576,,2017,-37.74275463,0.001,360059
144.940353,1200,WEST BOUND,"19,000 (5% 1,000*) WEST BOUND",19000,8108,1200,2017,-37.73855439,0.001,360060
145.1484886,,NORTH BOUND,"11,000* (5% 592*) NORTH BOUND",11000,7201,,2017,-37.97102809,-0.011,360061
145.1605906,,NORTH BOUND,"26,000* (5% 1,200*) NORTH BOUND",26000,8113,,2017,-37.90856618,-0.004,360062
145.1727586,1400,NORTH BOUND,"23,000 (4% 969*) NORTH BOUND",23000,7205,1800,2017,-37.83473174,-0.01,360063
144.567017,,WEST BOUND,"25,000* (12% 3,000*) WEST BOUND",25000,8170,,2017,-37.69035498,0.035,360064
144.9564474,,SOUTH BOUND,"8,800* (4% 358*) SOUTH BOUND",8800,7687,,2017,-37.81175722,-0.004,360076
145.0362839,,SOUTH WEST BOUND,"1,700* (3% 56*) SOUTH WEST BOUND",1700,6933,,2017,-37.79529883,-0.003,360077
145.2346426,,SOUTH WEST BOUND,"5,000* (4% 203*) SOUTH WEST BOUND",5000,6936,,2017,-37.8001004,-0.005,360078
144.4628613,,SOUTH BOUND,"1,300* (17% 226*) SOUTH BOUND",1300,7693,,2017,-37.68529,0.038,360079
145.1346464,,SOUTH BOUND,"1,900* (6% 111*) SOUTH BOUND",1900,7456,,2017,-37.62574031,0.018,360080
145.2882235,3500,WEST BOUND,"46,000 (7% 3,100*) WEST BOUND",46000,6566,3100,2017,-37.99968248,0.036,360082
145.1708813,,NORTH WEST BOUND,"80,000* (9% 7,400*) NORTH WEST BOUND",80000,6569,,2017,-37.91792051,0.028,360083
145.1393282,7100,WEST BOUND,"91,000 (10% 9,000*) WEST BOUND",91000,6571,6600,2017,-37.89391227,0.022,360084
144.9798606,,NORTH BOUND,"12,000* (9% 1,100*) NORTH BOUND",12000,8427,,2017,-37.40670005,0.089,360088
145.2234713,,NORTH BOUND,"14,000* (5% 740*) NORTH BOUND",14000,8055,,2017,-37.97102814,-0.025,360097
144.9380953,,WEST BOUND,"17,000* (5% 920*) WEST BOUND",17000,7792,,2017,-37.78896959,0.001,360098
144.5727718,,NORTH WEST BOUND,"4,200* (5% 218*) NORTH WEST BOUND",4200,8321,,2017,-38.2419555,-0.021,360107
145.2576594,,WEST BOUND,"18,000* (6% 992*) WEST BOUND",18000,7933,,2017,-37.87638973,0.004,360113
145.1090241,1600,WEST BOUND,"15,000 (5% 810*) WEST BOUND",15000,8519,985,2017,-37.84961499,0.002,360114
145.0408938,,WEST BOUND,"21,000* (2% 494*) WEST BOUND",21000,7937,,2017,-37.84490515,0.001,360115
144.8635706,4100,NORTH EAST BOUND,"58,000 (14% 7,900*) NORTH EAST BOUND",58000,8366,4000,2017,-37.72469282,0.021,360124
145.2364382,,NORTH BOUND,"29,000* (5% 1,500*) NORTH BOUND",29000,8056,,2017,-37.91069832,0.006,360125
145.1339397,,NORTH EAST BOUND,"6,800* (5% 334*) NORTH EAST BOUND",6800,7164,,2017,-38.12851532,0,360126
145.6311475,,WEST BOUND,"4,000* (5% 203*) WEST BOUND",4000,7744,,2017,-37.78225054,0.007,360127
145.4607996,,WEST BOUND,"8,300* (5% 392*) WEST BOUND",8300,7167,,2017,-37.77716007,0.007,360128
144.9430275,596,WEST BOUND,"13,000 (7% 912*) WEST BOUND",13000,8065,1500,2017,-37.81250499,0.016,360129
145.023432,,NORTH BOUND,"12,000* (6% 678*) NORTH BOUND",12000,7549,,2017,-37.74012699,0,360130
145.0673107,,NORTH EAST BOUND,"27,000* (9% 2,400*) NORTH EAST BOUND",27000,7552,,2017,-37.68700949,0.011,360131
144.5979614,,WEST BOUND,"25,000* (12% 3,000*) WEST BOUND",25000,7260,,2017,-37.6954011,0.035,360149
145.3700643,,SOUTH BOUND,"3,500* (6% 205*) SOUTH BOUND",3500,7419,,2017,-37.84993084,0.025,360151
144.9588927,,EAST BOUND,"9,800* (4% 396*) EAST BOUND",9800,5808,,2017,-37.81103872,-0.003,360164
144.9933892,,SOUTH BOUND,"3,700* (3% 126*) SOUTH BOUND",3700,6219,,2017,-37.82517579,-0.001,360165
144.9701276,,EAST BOUND,"5,000* (4% 204*) EAST BOUND",5000,6741,,2017,-37.82331625,-0.01,360166
145.2999171,,EAST BOUND,821* (9% 71*) EAST BOUND,821,6742,,2017,-38.46334114,0.035,360167
144.9672086,,EAST BOUND,"15,000* (4% 620*) EAST BOUND",15000,5820,,2017,-37.81084004,-0.001,360168
144.9733471,332,EAST BOUND,"6,200 (4% 250*) EAST BOUND",6200,6745,607,2017,-37.76203441,-0.031,360169
144.9675575,,SOUTH BOUND,"10,000* (4% 420*) SOUTH BOUND",10000,6750,,2017,-37.79716084,-0.011,360170
144.9348596,473,EAST BOUND,"6,500 (4% 266*) EAST BOUND",6500,6785,418,2017,-37.79497549,-0.023,360171
145.2981611,,SOUTH WEST BOUND,"4,800* (4% 200*) SOUTH WEST BOUND",4800,5828,,2017,-38.02007963,0.023,360172
144.9899289,,EAST BOUND,"2,800* (3% 95*) EAST BOUND",2800,6789,,2017,-37.89570757,-0.011,360173
145.0602424,,SOUTH EAST BOUND,"4,000* (3% 136*) SOUTH EAST BOUND",4000,5831,,2017,-37.77293933,-0.002,360174
145.1999621,,SOUTH BOUND,"3,900* (4% 156*) SOUTH BOUND",3900,6797,,2017,-38.0879915,0.011,360176
145.2931475,,SOUTH BOUND,"3,200* (4% 133*) SOUTH BOUND",3200,7424,,2017,-38.0016435,0.027,360177
145.0858285,,SOUTH BOUND,"3,500* (6% 205*) SOUTH BOUND",3500,7428,,2017,-38.31245551,0.025,360179
144.8912528,,SOUTH BOUND,"4,000* (3% 136*) SOUTH BOUND",4000,7430,,2017,-37.71498386,-0.002,360180
145.620161,,SOUTH EAST BOUND,"3,500* (6% 205*) SOUTH EAST BOUND",3500,7122,,2017,-38.0688944,0.025,360181
145.1767677,,SOUTH BOUND,"3,500* (6% 205*) SOUTH BOUND",3500,6910,,2017,-38.33999935,0.025,360182
145.3365825,,SOUTH BOUND,"5,600* (6% 330*) SOUTH BOUND",5600,6914,,2017,-37.74967631,0.008,360183
144.8923933,,SOUTH BOUND,"5,100* (3% 172*) SOUTH BOUND",5100,7439,,2017,-37.80325909,0.011,360184
145.1855149,,SOUTH BOUND,"3,500* (4% 132*) SOUTH BOUND",3500,7129,,2017,-38.1799717,0.011,360185
145.3029912,,SOUTH WEST BOUND,"7,200* (4% 300*) SOUTH WEST BOUND",7200,7443,,2017,-38.02709817,-0.002,360186
144.9890029,254,SOUTH BOUND,"2,900 (3% 97*) SOUTH BOUND",2900,6546,206,2017,-37.7894255,-0.009,360187
145.2841371,,NORTH WEST BOUND,"25,000* (5% 1,200*) NORTH WEST BOUND",25000,8517,,2017,-37.8859991,-0.004,360190
145.1323548,2100,WEST BOUND,"20,000 (5% 1,100*) WEST BOUND",20000,7934,1200,2017,-37.85211874,0.001,360191
145.0539703,,WEST BOUND,"14,000* (3% 440*) WEST BOUND",14000,7936,,2017,-37.84570298,-0.001,360192
145.0857862,6900,NORTH WEST BOUND,"86,000 (10% 9,000*) NORTH WEST BOUND",86000,6948,6000,2017,-37.88007231,0.02,360199
144.9791125,,NORTH BOUND,"8,300* (11% 875*) NORTH BOUND",8300,8426,,2017,-37.4163705,0.019,360201
